ID,Gender,Age,Profession,Work_Experience,Spending_Score,Family_Size,Ever_Married
461530,1,38,1,0,1,2,Yes
461534,1,36,6,0,1,1,Yes
461540,1,41,2,2,1,2,No
461546,0,69,7,0,1,3,Yes
461548,0,33,1,0,1,3,No
461553,1,38,6,1,1,3,No
461556,0,48,1,1,3,2,Yes
461558,1,51,1,2,3,2,Yes
461564,1,56,3,1,5,2,Yes
461570,1,57,6,0,3,3,Yes
461574,0,49,6,1,3,3,Yes
461587,1,30,2,0,1,3,No
461593,0,40,5,8,3,2,Yes
461602,0,30,6,0,1,2,No
461604,1,38,8,0,3,2,Yes
461612,0,31,2,8,1,5,No
461615,1,33,5,0,1,2,No
461617,1,50,6,0,1,2,No
461619,1,52,3,3,5,3,Yes
461624,0,39,6,0,3,2,Yes
461626,1,73,3,0,5,2,Yes
461630,1,46,6,0,3,3,Yes
461637,1,50,6,0,1,2,Yes
461644,1,30,2,0,1,6,No
461653,0,60,5,0,3,2,Yes
461655,0,39,9,9,3,2,Yes
461658,0,59,6,1,3,2,Yes
461659,0,51,6,0,3,2,Yes
461661,0,40,6,5,3,2,Yes
461663,1,23,2,1,1,3,No
461668,1,53,6,4,3,4,Yes
461671,1,32,2,7,1,5,No
461674,1,52,3,0,5,4,Yes
461676,0,31,1,0,1,1,No
461679,1,30,2,3,1,4,No
461681,1,25,2,8,1,3,No
461683,1,40,3,1,5,4,Yes
461685,0,27,2,4,1,4,No
461686,1,61,6,0,1,2,Yes
461690,0,33,1,1,1,1,No
461694,1,28,5,1,1,4,No
461695,0,48,6,2,3,2,Yes
461698,0,73,6,0,5,2,Yes
461701,1,36,6,0,3,2,Yes
461705,0,32,2,0,1,4,No
461708,1,82,7,0,5,2,Yes
461709,1,28,6,1,1,3,No
461711,0,42,6,8,1,3,No
461716,0,60,7,6,5,9,Yes
461720,0,46,6,1,1,1,No
461722,1,31,5,0,1,3,No
461724,0,50,6,1,1,1,Yes
461725,0,30,1,3,1,1,No
461727,0,49,6,1,1,3,No
461737,0,51,5,0,3,6,Yes
461738,0,46,5,3,3,3,Yes
461744,1,53,6,0,3,4,Yes
461747,1,65,6,0,5,2,Yes
461749,0,22,2,0,1,5,No
461752,1,65,5,1,3,3,Yes
461756,0,39,1,0,3,2,Yes
461760,1,84,6,0,5,2,Yes
461769,1,37,6,0,1,1,No
461771,1,28,5,8,3,2,Yes
461775,0,82,7,0,5,2,Yes
461778,0,87,7,0,5,2,Yes
461780,0,69,7,1,1,5,No
461782,0,51,6,3,5,5,Yes
461784,0,74,7,1,1,1,Yes
461788,0,79,7,1,5,2,Yes
461791,0,21,7,9,1,1,No
461792,0,20,2,5,1,5,No
461800,0,43,5,3,1,1,No
461801,0,25,2,1,1,3,No
461802,1,43,6,0,1,4,No
461804,0,42,6,1,1,1,No
461807,1,25,5,10,1,4,No
461815,1,59,6,0,1,1,Yes
461816,0,49,4,0,1,5,No
461821,0,32,5,1,1,4,No
461822,1,36,6,8,5,2,Yes
461824,1,45,4,9,1,3,Yes
461832,1,29,2,3,1,3,No
461837,1,37,6,0,1,2,Yes
461845,0,48,5,1,3,4,Yes
461846,0,65,6,0,1,2,No
461848,1,39,4,1,1,2,No
461858,1,25,8,1,1,7,No
461859,0,49,6,5,1,5,Yes
461860,0,77,7,1,5,2,Yes
461862,0,38,6,9,1,1,No
461864,1,19,4,0,1,6,No
461872,0,76,7,1,5,2,Yes
461873,1,28,5,0,1,4,No
461874,1,51,5,1,3,3,Yes
461882,0,28,5,0,1,5,No
461892,0,42,2,0,1,1,No
461896,1,45,6,1,1,1,Yes
461898,1,63,3,6,5,3,Yes
461899,0,18,5,0,1,6,No
461901,1,26,6,7,1,4,No
461910,1,31,6,3,3,2,Yes
461913,1,43,8,5,1,4,No
461914,0,60,6,7,1,2,Yes
461921,0,36,6,0,1,1,No
461927,1,32,2,1,1,4,No
461928,1,68,7,3,1,1,Yes
461929,1,60,8,1,1,1,Yes
461930,0,42,6,0,1,1,No
461931,0,18,2,6,1,5,No
461936,1,69,7,0,5,2,Yes
461937,0,42,5,0,1,2,No
461941,0,70,6,1,1,1,Yes
461943,1,25,2,1,1,3,No
461962,1,56,8,1,3,3,Yes
461963,0,40,6,9,1,1,No
461965,1,23,2,1,1,6,No
461967,0,20,4,3,1,4,No
461968,0,39,8,2,1,1,No
461978,0,19,2,0,1,4,No
461985,1,28,8,3,1,2,No
461988,1,40,1,1,3,2,Yes
461989,0,60,1,1,3,4,No
461993,1,33,2,3,1,4,No
461994,1,20,5,14,1,2,Yes
461996,0,35,6,7,1,4,No
461999,1,27,5,0,1,5,No
462007,0,42,6,1,3,2,Yes
462011,1,30,4,0,1,4,Yes
462013,0,56,3,0,3,2,Yes
462015,1,28,8,0,3,2,Yes
462016,0,38,6,6,3,2,Yes
462017,1,26,8,9,1,1,No
462027,1,36,1,0,1,1,No
462029,1,56,8,0,1,1,No
462033,1,26,8,0,1,1,No
462038,1,28,6,4,1,4,No
462043,1,32,2,0,1,5,No
462044,0,52,6,4,1,1,No
462048,0,23,2,0,1,4,No
462051,1,23,2,3,1,5,No
462052,1,50,6,0,1,2,Yes
462053,1,26,6,3,1,2,Yes
462058,1,40,8,8,1,2,Yes
462060,0,53,6,1,3,2,Yes
462064,1,63,6,0,3,3,Yes
462068,1,62,3,0,5,3,Yes
462075,0,38,6,1,1,1,No
462078,0,57,6,1,3,2,Yes
462080,0,43,6,9,1,1,No
462081,1,21,4,1,1,3,No
462083,1,22,2,0,1,5,No
462084,1,68,6,1,1,1,Yes
462085,0,28,2,0,1,1,No
462088,1,33,6,0,3,2,Yes
462090,0,38,6,8,1,1,No
462091,1,23,2,0,1,5,No
462094,0,41,2,3,1,1,No
462096,0,41,9,3,1,1,No
462102,0,39,5,4,1,1,No
462103,0,49,8,9,5,2,Yes
462108,0,33,9,3,3,2,Yes
462109,1,79,7,0,1,1,Yes
462111,1,38,6,6,3,4,Yes
462114,1,21,2,1,1,4,No
462116,0,68,5,0,3,2,Yes
462118,1,31,6,0,1,3,No
462120,1,46,6,1,1,3,Yes
462128,1,35,6,9,3,2,Yes
462131,0,42,6,8,1,3,No
462134,1,87,7,0,1,1,Yes
462141,0,38,6,8,1,1,No
462149,0,88,7,2,5,1,Yes
462151,0,42,6,9,1,1,No
462163,0,26,6,4,3,2,Yes
462168,1,35,3,0,5,3,Yes
462171,0,41,1,3,5,2,Yes
462172,1,37,5,1,3,2,Yes
462174,0,41,1,8,3,4,Yes
462177,1,35,6,6,1,5,No
462179,0,33,4,0,1,9,No
462180,0,61,1,2,3,4,Yes
462186,0,19,5,1,1,3,No
462187,0,50,6,4,1,1,No
462188,0,48,1,0,3,4,Yes
462196,1,57,4,1,3,3,Yes
462197,0,72,1,1,3,3,Yes
462198,0,39,1,4,1,2,No
462200,0,49,5,0,1,3,Yes
462202,0,41,8,0,1,4,No
462203,1,65,3,2,5,7,Yes
462204,0,22,4,0,1,3,No
462205,0,23,2,0,1,4,No
462209,0,41,6,0,1,1,Yes
462210,0,42,1,0,1,3,Yes
462211,1,18,2,0,1,3,No
462214,1,49,5,1,1,2,Yes
462216,0,40,5,0,1,2,Yes
462218,1,50,3,1,3,5,Yes
462220,0,19,2,6,1,3,No
462222,1,22,2,0,1,6,No
462229,1,23,5,1,1,8,No
462231,1,27,6,4,1,6,No
462232,1,55,3,0,5,8,Yes
462234,1,32,5,1,3,6,Yes
462238,1,57,8,3,1,2,Yes
462240,1,80,7,0,5,2,Yes
462243,1,43,3,0,1,4,Yes
462246,0,79,7,1,5,2,Yes
462249,1,25,8,1,1,3,No
462256,0,58,9,0,3,4,Yes
462257,0,78,7,3,5,2,Yes
462260,1,76,7,1,1,2,Yes
462262,1,27,2,1,1,3,No
462274,1,47,6,1,3,3,Yes
462275,1,43,6,1,3,2,Yes
462278,1,31,2,1,1,4,No
462279,1,27,2,0,1,7,No
462280,1,31,2,0,1,4,No
462281,1,46,6,1,1,2,Yes
462284,1,48,3,1,3,4,Yes
462285,1,51,5,3,1,2,Yes
462286,1,57,5,0,3,2,Yes
462290,0,30,5,0,1,1,No
462291,0,37,4,3,1,3,No
462297,0,31,6,14,1,2,No
462300,1,49,6,1,3,3,Yes
462304,1,56,6,1,1,4,Yes
462306,1,83,7,8,5,2,Yes
462309,1,32,2,3,1,1,No
462310,1,63,6,5,3,4,Yes
462323,0,71,5,1,3,2,Yes
462336,1,50,6,0,1,4,Yes
462339,1,31,6,4,1,5,No
462340,1,60,8,0,3,6,Yes
462342,0,71,7,8,5,2,Yes
462345,1,49,5,0,3,6,Yes
462346,1,74,7,9,1,1,Yes
462349,1,51,6,1,3,6,Yes
462355,1,61,8,0,1,2,Yes
462356,1,46,1,0,1,3,No
462358,1,39,5,2,3,2,Yes
462365,1,85,7,1,5,2,Yes
462368,0,31,6,1,3,2,Yes
462370,1,39,3,4,5,3,Yes
462381,0,48,5,1,5,2,Yes
462382,1,71,7,0,5,2,Yes
462384,0,31,2,3,1,1,No
462386,0,32,2,0,1,5,No
462389,0,55,1,0,1,1,Yes
462395,1,46,6,0,5,2,Yes
462396,1,53,5,3,3,2,Yes
462397,1,50,6,0,3,4,Yes
462400,1,45,6,1,1,1,No
462401,1,33,3,1,3,2,Yes
462409,0,29,1,5,1,2,Yes
462411,1,35,6,8,1,1,No
462415,1,25,5,1,1,1,No
462420,1,26,2,0,1,3,No
462421,1,48,6,1,1,2,No
462423,1,66,7,0,5,3,Yes
462424,0,38,6,0,1,3,Yes
462428,1,65,8,2,3,3,Yes
462429,1,87,7,1,1,1,Yes
462445,1,20,2,1,1,3,No
462446,1,19,2,0,1,4,No
462447,1,22,2,9,1,4,No
462450,1,18,2,0,1,2,No
462451,1,18,4,1,1,9,No
462452,1,19,2,0,1,2,No
462454,1,19,2,1,1,3,No
462456,1,22,2,0,1,8,No
462457,1,31,2,4,1,4,No
462463,1,63,6,0,3,2,Yes
462472,1,43,6,1,1,1,No
462473,1,73,1,0,1,2,No
462485,0,39,1,0,1,2,Yes
462488,1,31,2,1,1,5,No
462491,1,31,6,0,1,5,No
462492,1,43,6,0,3,4,Yes
462496,1,52,6,0,3,3,Yes
462498,0,63,5,0,3,3,Yes
462503,1,51,3,1,5,4,Yes
462508,1,35,2,1,1,7,Yes
462512,0,32,8,3,3,2,Yes
462517,0,39,9,9,5,4,Yes
462518,0,25,2,1,1,6,No
462519,1,20,2,0,1,5,No
462521,0,33,9,9,1,1,No
462522,1,36,3,0,3,5,Yes
462524,0,35,5,3,1,2,Yes
462525,0,42,6,1,3,2,Yes
462526,0,52,6,2,3,5,Yes
462529,0,42,1,1,1,2,Yes
462531,0,57,9,3,5,2,Yes
462533,0,30,8,1,1,3,No
462538,0,73,7,1,5,2,Yes
462541,1,66,1,3,5,2,Yes
462542,0,62,6,9,3,5,Yes
462543,0,36,6,4,1,1,Yes
462545,1,33,1,0,1,3,No
462554,1,28,2,0,1,8,No
462561,0,48,6,3,3,2,Yes
462563,0,53,6,1,3,2,Yes
462566,0,27,5,1,1,2,Yes
462577,0,71,4,0,5,2,Yes
462578,1,35,6,9,3,2,Yes
462580,0,41,6,0,1,1,No
462584,0,39,8,0,1,4,Yes
462587,0,79,7,1,5,2,Yes
462589,0,29,1,9,1,8,No
462595,0,33,6,7,1,7,No
462596,0,31,2,0,1,2,No
462600,1,25,1,4,3,3,Yes
462607,0,43,1,2,3,3,No
462609,0,52,5,4,1,1,Yes
462611,1,41,3,0,5,7,Yes
462612,0,27,5,3,5,6,Yes
462613,0,39,1,1,3,5,Yes
462615,1,32,5,3,1,7,No
462617,1,19,2,1,1,5,No
462619,1,58,5,1,5,2,No
462625,1,30,6,1,1,3,No
462626,0,31,1,0,1,6,No
462632,0,43,1,3,3,4,Yes
462637,0,63,4,3,3,6,Yes
462643,0,37,1,3,3,3,Yes
462654,1,37,6,0,3,6,Yes
462658,0,31,9,9,3,2,Yes
462668,0,38,6,4,1,1,No
462669,0,41,8,3,5,6,Yes
462678,0,45,6,3,3,3,Yes
462680,1,35,5,3,3,4,Yes
462683,0,43,1,1,1,5,Yes
462685,0,33,2,3,1,3,No
462687,1,26,9,14,1,3,No
462692,0,39,6,3,3,2,Yes
462696,1,49,6,1,5,2,Yes
462697,1,47,5,0,3,2,No
462702,1,53,8,1,3,4,Yes
462704,1,52,3,5,5,5,Yes
462705,0,66,7,0,3,2,Yes
462716,1,26,8,6,1,2,No
462720,1,38,4,3,1,5,Yes
462722,0,25,9,3,1,4,No
462723,0,53,6,8,3,2,Yes
462727,0,87,7,0,5,2,Yes
462729,1,28,2,1,1,2,No
462731,0,37,6,7,5,3,Yes
462732,0,42,6,3,1,1,Yes
462735,0,25,6,1,3,2,Yes
462736,0,33,1,6,1,3,Yes
462738,0,33,2,3,1,3,No
462739,1,46,6,1,1,2,Yes
462743,1,33,2,2,1,4,No
462746,1,26,8,1,1,3,No
462747,1,32,5,6,1,4,No
462752,0,25,2,3,1,1,No
462755,0,18,2,1,1,2,No
462756,0,22,1,0,1,4,No
462761,1,19,2,2,1,4,No
462762,1,46,6,0,5,4,Yes
462767,1,19,2,4,1,4,No
462768,1,45,6,0,3,3,Yes
462776,0,52,1,1,3,3,Yes
462785,0,42,1,3,3,5,Yes
462788,1,47,8,1,3,3,Yes
462792,1,45,9,3,3,4,Yes
462799,1,32,2,3,1,2,No
462804,1,41,3,5,5,3,Yes
462807,0,28,9,3,1,1,No
462810,1,37,3,9,5,4,Yes
462814,0,20,1,8,3,2,Yes
462817,0,73,7,3,1,1,Yes
462819,1,51,6,0,3,3,Yes
462823,1,18,1,3,3,4,Yes
462824,1,42,1,1,3,3,Yes
462826,1,20,2,1,1,3,No
462827,0,23,5,0,1,3,No
462834,1,31,9,2,1,2,Yes
462838,0,33,9,1,1,3,Yes
462841,1,21,2,9,1,6,No
462845,1,51,5,5,3,7,Yes
462849,1,47,6,0,3,4,Yes
462850,1,20,2,0,1,4,No
462853,1,21,2,0,1,2,No
462854,1,22,2,1,1,3,No
462858,0,32,1,9,1,4,No
462861,0,30,2,8,1,1,No
462866,1,61,5,1,1,1,Yes
462868,1,43,8,0,3,4,Yes
462869,1,25,5,8,1,1,No
462871,1,46,8,0,3,3,Yes
462872,0,53,1,12,1,2,Yes
462874,1,55,5,0,5,2,Yes
462887,0,42,1,0,1,3,Yes
462890,0,26,4,11,1,1,No
462891,1,29,2,0,1,3,No
462894,1,39,6,4,3,4,Yes
462900,1,38,6,1,3,3,Yes
462903,1,69,8,3,3,2,Yes
462905,0,25,6,6,1,3,No
462914,0,26,6,4,1,4,No
462920,1,51,3,0,5,5,Yes
462923,1,30,9,8,3,2,Yes
462925,0,28,9,3,3,2,Yes
462927,0,33,9,8,1,2,No
462936,0,41,1,3,1,1,No
462941,1,71,7,3,1,2,No
462944,1,42,3,5,5,3,Yes
462951,1,71,7,2,1,1,Yes
462956,1,35,6,6,3,5,Yes
462958,1,28,4,0,1,5,No
462963,1,31,6,1,3,2,Yes
462966,1,43,6,2,3,3,Yes
462968,0,77,7,0,5,2,Yes
462971,0,71,1,0,1,1,Yes
462976,0,47,1,0,3,2,Yes
462981,0,26,9,9,1,1,No
462982,1,40,5,4,3,4,Yes
462983,0,72,7,0,5,2,Yes
462984,0,73,6,1,5,2,Yes
462986,1,26,2,1,1,6,No
462992,0,57,1,3,5,3,Yes
462993,1,30,6,3,3,3,Yes
462994,0,36,6,3,3,3,Yes
462998,1,52,8,10,3,4,Yes
463003,1,42,6,3,3,2,Yes
463012,1,52,1,3,1,1,Yes
463020,1,28,6,0,3,3,Yes
463023,0,43,9,7,1,1,Yes
463024,1,43,6,3,1,1,No
463028,1,25,5,0,1,4,No
463030,1,52,3,1,5,3,Yes
463034,0,28,9,9,1,1,No
463037,1,56,8,0,3,4,Yes
463039,1,38,3,12,5,7,Yes
463040,1,83,7,1,5,2,Yes
463044,1,82,7,3,5,2,Yes
463047,1,32,9,8,1,2,Yes
463051,0,35,9,12,1,1,No
463052,1,40,4,0,1,2,Yes
463058,0,25,9,13,1,1,No
463062,0,39,6,3,3,3,Yes
463069,1,25,6,7,1,1,No
463075,1,52,6,0,1,4,Yes
463080,1,33,6,0,1,4,No
463083,1,28,6,6,1,3,No
463085,0,43,6,0,1,1,No
463086,1,30,6,8,1,2,No
463088,0,84,7,1,5,2,Yes
463089,1,48,3,6,5,4,Yes
463090,0,55,1,3,3,2,Yes
463091,0,37,9,8,1,1,Yes
463094,1,38,1,11,3,3,Yes
463096,0,28,5,3,1,3,No
463099,1,86,7,3,1,1,Yes
463100,0,35,9,9,1,1,No
463102,1,35,8,0,1,2,No
463104,0,46,7,0,1,1,Yes
463106,0,79,7,0,1,1,Yes
463108,1,63,7,5,5,2,Yes
463118,0,50,5,3,5,3,Yes
463120,0,35,8,0,1,1,No
463129,1,65,5,3,1,1,Yes
463133,1,50,6,0,3,4,Yes
463138,0,27,9,3,1,2,No
463144,1,45,3,0,5,3,Yes
463145,0,36,9,0,1,4,No
463146,1,43,8,11,3,2,Yes
463148,1,62,4,1,5,5,Yes
463149,1,57,6,2,3,2,Yes
463150,1,51,4,9,1,1,No
463151,1,59,6,0,1,1,Yes
463154,0,27,6,0,1,4,Yes
463156,0,83,7,3,5,2,Yes
463157,1,50,8,6,1,3,Yes
463158,1,75,3,1,5,3,Yes
463163,1,28,3,2,1,2,No
463164,1,39,6,9,3,2,Yes
463165,0,69,5,0,3,2,Yes
463166,0,41,6,1,1,1,No
463170,0,28,2,0,1,5,No
463171,0,39,8,1,5,3,Yes
463173,1,47,6,0,1,1,No
463174,0,62,1,1,1,1,Yes
463175,0,41,1,0,1,4,No
463181,1,49,5,5,3,3,Yes
463187,0,52,6,8,1,2,Yes
463192,0,48,8,2,3,2,Yes
463195,0,26,2,7,1,2,No
463196,0,72,1,1,1,1,Yes
463199,0,47,6,0,1,3,Yes
463201,0,19,2,1,1,2,No
463203,0,21,2,1,1,3,No
463204,1,39,8,1,1,1,No
463209,0,52,6,0,1,1,No
463218,1,37,8,8,3,3,Yes
463219,1,51,8,0,1,2,Yes
463220,1,48,1,1,3,3,Yes
463221,1,22,2,3,1,3,No
463224,1,47,3,1,5,4,Yes
463240,0,45,1,0,3,3,Yes
463242,0,29,1,5,1,2,No
463244,0,47,5,1,1,1,Yes
463245,1,41,8,8,3,2,Yes
463248,0,32,9,9,3,4,Yes
463251,1,31,4,2,1,3,Yes
463256,1,20,4,1,1,3,No
463258,0,46,6,0,3,3,Yes
463260,1,70,7,3,1,1,Yes
463265,1,65,6,1,3,3,Yes
463266,0,68,6,1,3,2,Yes
463267,1,29,9,9,1,1,Yes
463269,1,41,8,3,3,2,Yes
463270,1,50,3,0,1,5,Yes
463273,1,38,8,9,3,2,Yes
463276,1,37,3,3,3,2,Yes
463277,0,30,1,6,1,2,Yes
463278,0,63,1,1,1,1,Yes
463280,1,42,6,6,3,2,Yes
463292,1,41,3,0,5,3,Yes
463302,0,60,1,3,5,4,Yes
463308,1,46,1,1,1,2,Yes
463316,0,83,7,0,5,2,Yes
463323,1,27,2,3,1,2,Yes
463324,0,22,2,1,1,4,No
463330,1,20,2,0,1,4,No
463332,0,40,1,0,1,2,Yes
463334,0,28,5,0,1,6,No
463335,1,28,5,3,1,1,No
463338,1,28,8,0,1,2,Yes
463340,0,20,2,0,1,4,No
463341,0,53,1,0,3,6,Yes
463348,0,35,5,0,1,2,Yes
463351,0,21,2,3,1,4,No
463356,1,30,2,6,1,4,No
463360,0,46,6,2,1,1,Yes
463367,0,36,1,3,1,4,No
463368,0,38,6,4,5,3,Yes
463372,0,26,4,1,3,2,Yes
463375,0,45,5,1,1,1,Yes
463376,0,46,3,5,5,2,Yes
463378,1,25,5,0,1,1,No
463379,1,27,4,0,1,7,No
463386,0,42,5,6,1,1,Yes
463387,1,20,4,3,1,2,No
463391,1,55,5,6,1,1,Yes
463395,1,25,4,3,1,1,No
463404,1,27,5,3,5,2,Yes
463406,1,31,4,0,1,4,No
463409,0,38,8,6,3,5,Yes
463411,1,43,8,3,3,2,Yes
463420,0,59,6,2,5,3,Yes
463423,1,61,3,1,3,3,Yes
463427,0,27,1,1,1,2,Yes
463428,1,26,3,1,5,5,Yes
463431,1,39,6,3,3,4,Yes
463437,1,51,6,0,3,3,Yes
463438,1,47,8,0,3,3,Yes
463443,1,52,6,1,3,4,Yes
463444,1,59,7,3,5,2,Yes
463447,1,57,1,1,3,2,Yes
463452,0,86,7,1,5,2,Yes
463460,1,49,6,3,3,2,Yes
463461,1,30,5,3,1,4,No
463462,0,43,1,0,3,4,Yes
463470,1,19,2,3,1,5,No
463472,1,20,2,3,1,4,No
463473,1,19,2,3,1,3,No
463475,0,43,5,0,1,1,Yes
463477,1,31,2,0,1,4,No
463483,1,30,3,1,5,2,Yes
463491,1,27,5,8,3,3,Yes
463493,1,36,3,3,5,4,Yes
463499,1,47,3,0,1,2,Yes
463500,1,35,3,1,5,4,Yes
463503,1,25,8,0,1,2,Yes
463508,0,25,6,0,1,3,Yes
463509,1,38,6,1,1,1,No
463512,0,32,1,0,1,3,No
463516,1,48,3,1,5,6,Yes
463527,0,38,6,10,1,1,No
463528,1,70,3,3,5,2,Yes
463529,1,42,4,3,1,1,No
463533,0,85,6,1,5,2,Yes
463537,0,25,2,1,1,3,No
463545,0,31,5,1,1,2,No
463548,0,20,2,3,1,4,No
463550,0,37,6,0,3,2,Yes
463553,1,33,6,8,1,2,No
463554,0,52,6,5,1,1,No
463557,1,26,5,0,1,3,No
463560,0,21,2,9,1,5,No
463561,0,42,1,0,1,1,No
463566,0,35,9,3,3,4,Yes
463572,1,39,6,0,3,4,Yes
463577,0,41,5,1,3,2,Yes
463586,0,18,2,1,1,5,No
463588,1,22,2,0,1,1,No
463598,0,25,1,2,1,2,Yes
463601,0,20,2,4,1,5,No
463603,0,18,8,0,1,4,No
463605,0,20,2,1,1,5,No
463606,1,21,4,0,1,4,No
463614,0,25,2,1,1,4,No
463615,0,60,6,3,3,2,Yes
463616,0,46,1,0,3,5,Yes
463619,1,68,3,1,5,2,Yes
463620,1,21,2,1,1,4,No
463623,1,27,5,0,1,3,No
463624,1,59,3,1,5,4,Yes
463628,0,26,6,8,1,1,No
463632,1,26,6,0,3,2,Yes
463638,0,32,5,1,3,2,Yes
463639,1,33,2,0,1,6,No
463640,1,28,2,0,1,3,No
463644,0,30,2,0,1,3,No
463652,0,32,6,3,1,1,No
463654,0,41,1,3,1,3,No
463655,1,42,6,13,1,2,Yes
463661,0,45,5,1,3,4,Yes
463663,0,39,5,1,1,2,No
463664,0,29,1,0,1,1,No
463665,1,46,8,1,3,3,Yes
463669,0,26,4,5,5,4,Yes
463670,0,26,2,3,1,4,No
463689,0,41,5,1,1,2,Yes
463699,0,38,4,9,1,3,Yes
463703,1,69,3,1,5,4,Yes
463704,1,46,6,0,1,2,No
463707,0,40,6,0,1,1,No
463713,1,25,1,9,1,3,No
463714,1,59,5,1,3,2,Yes
463716,1,26,5,1,1,4,No
463718,0,33,6,0,1,4,No
463722,1,56,3,8,5,2,Yes
463724,1,30,2,0,1,5,No
463726,0,26,2,0,1,3,No
463727,0,28,5,0,1,5,No
463728,0,28,5,0,3,6,Yes
463732,1,20,2,1,1,4,No
463734,1,41,3,1,3,3,Yes
463741,1,37,6,0,5,3,Yes
463745,1,59,6,1,3,3,Yes
463747,0,43,6,0,3,2,Yes
463748,1,20,2,1,1,3,No
463753,0,30,2,1,1,5,No
463756,1,66,3,0,3,2,Yes
463761,1,28,6,1,3,3,Yes
463764,1,49,8,0,3,3,Yes
463766,0,61,6,0,3,3,Yes
463767,1,27,6,9,3,2,Yes
463768,0,35,1,1,1,1,Yes
463774,1,33,2,0,3,2,Yes
463776,0,36,6,2,3,2,Yes
463782,0,27,6,9,1,1,No
463783,0,29,2,3,1,2,No
463784,0,31,1,1,1,5,No
463785,0,30,2,0,1,4,No
463786,0,43,6,3,3,2,Yes
463790,1,47,3,1,1,4,Yes
463792,0,42,1,3,1,1,No
463794,0,33,2,3,1,5,No
463799,0,36,6,1,1,4,No
463800,0,30,1,1,1,3,No
463804,1,60,6,9,1,1,Yes
463807,0,32,2,0,1,3,No
463811,0,32,6,0,3,2,Yes
463814,0,28,2,7,1,3,No
463816,1,46,2,2,5,4,Yes
463818,0,38,6,4,1,1,Yes
463819,1,28,6,8,1,2,Yes
463821,1,30,8,7,1,2,Yes
463825,0,52,6,0,3,3,Yes
463827,0,46,1,1,3,4,Yes
463828,1,37,1,0,3,2,Yes
463830,0,25,1,2,1,3,No
463834,0,43,1,1,3,4,Yes
463835,1,32,4,0,1,4,No
463842,0,50,1,1,5,4,Yes
463847,1,43,6,3,3,3,Yes
463856,1,37,6,0,3,2,Yes
463857,1,61,2,0,5,4,Yes
463859,1,39,6,5,3,2,Yes
463865,1,46,6,1,3,5,Yes
463877,1,37,8,0,3,4,Yes
463880,0,36,1,0,1,3,Yes
463884,0,28,6,0,1,1,No
463891,1,86,7,0,1,1,Yes
463892,1,42,6,8,1,1,No
463904,1,82,3,1,1,1,Yes
463917,0,18,2,1,1,8,No
463923,0,18,1,0,1,4,No
463924,0,36,6,1,1,1,No
463926,0,26,1,1,1,6,No
463931,1,49,8,1,3,2,Yes
463932,0,69,6,1,3,3,Yes
463941,0,29,6,1,1,6,No
463943,1,68,8,1,1,2,No
463946,1,33,2,4,1,3,No
463948,1,38,3,3,5,5,Yes
463951,1,52,8,1,3,3,Yes
463955,1,28,6,1,1,2,Yes
463958,0,27,2,1,1,5,No
463961,0,28,1,0,1,4,No
463963,0,25,1,7,5,3,Yes
463966,0,30,6,8,1,1,No
463978,1,40,6,1,3,3,Yes
463980,0,25,6,0,1,9,No
463981,0,30,6,5,1,1,No
463983,0,43,1,0,3,2,Yes
463986,0,26,6,1,1,4,No
463997,0,37,8,0,3,3,Yes
464000,0,28,2,1,1,5,No
464004,0,31,4,1,1,5,Yes
464007,1,46,6,1,1,3,Yes
464009,0,47,6,5,3,4,Yes
464010,1,28,2,1,1,4,No
464013,1,30,2,0,1,1,No
464016,0,29,8,1,5,1,No
464019,1,23,6,2,1,5,No
464021,0,22,2,1,1,5,No
464023,1,20,2,1,1,5,No
464030,1,22,8,1,1,4,No
464031,0,19,2,0,1,4,No
464032,1,21,2,1,1,3,No
464033,0,19,2,0,1,4,No
464039,1,39,6,1,1,2,No
464042,0,38,6,8,1,2,Yes
464046,1,33,2,3,1,1,No
464048,0,38,9,4,1,1,No
464049,0,29,2,0,1,3,No
464053,0,35,8,4,1,1,Yes
464054,1,32,6,9,3,2,Yes
464059,1,59,6,0,1,1,Yes
464063,0,32,5,0,1,1,No
464066,0,29,2,8,1,3,No
464067,0,31,8,0,1,4,No
464068,1,59,3,0,5,4,Yes
464071,1,87,7,0,5,2,Yes
464072,1,53,3,0,1,2,Yes
464076,1,83,7,0,5,2,Yes
464084,1,33,2,1,1,5,No
464087,0,26,1,3,1,4,No
464089,0,39,6,7,5,5,Yes
464096,0,27,2,1,1,5,No
464099,0,42,6,5,3,2,Yes
464103,1,46,6,4,3,2,Yes
464110,1,63,5,0,5,2,Yes
464112,1,32,5,1,1,2,No
464115,0,38,1,0,1,3,No
464118,1,38,8,1,1,2,No
464121,0,63,1,1,1,1,Yes
464123,0,45,6,1,1,1,No
464127,0,33,2,1,1,5,No
464132,1,27,8,0,1,2,No
464137,0,87,6,7,5,2,Yes
464139,0,25,2,14,1,1,No
464144,1,61,6,0,3,4,Yes
464152,1,41,6,1,5,4,Yes
464162,1,86,7,3,5,2,Yes
464167,1,51,3,4,5,3,Yes
464169,1,83,7,0,5,2,No
464172,1,60,6,3,5,3,Yes
464173,1,65,6,6,3,3,Yes
464175,0,32,2,1,1,2,No
464176,0,41,6,1,1,1,Yes
464179,0,56,6,0,3,3,Yes
